has_job_experience,requires_job_training,full_time_position,company_age,no_of_employees,annual_wage,application_year,application_month,decision_date,case_status,processing_time_days,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,education_of_employee_Bachelor,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master
1,0,1,21,280,54408.5,2021,5,2021-10-06,1,135,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,19,2970,67267.39,2023,8,2023-10-11,1,69,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,21,501,131659.26,2022,12,2022-12-24,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,33,1190,56785.82,2022,6,2022-08-30,1,76,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,1,58,2223,102344.62,2018,11,2019-02-25,1,93,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,17,4560,117747.43,2021,5,2021-09-21,1,131,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,182,92,314604.576,2020,10,2020-12-11,0,49,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,87,3322,1325607.088,2022,6,2022-11-18,0,142,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,42,376,135262.4,2022,2,2022-02-23,1,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,182,1811,123970.66,2020,8,2020-10-06,1,41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,23,725,75126.31,2018,3,2018-04-01,1,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,120,379,88498.28,2023,1,2023-03-12,0,57,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,15,3399,65351.6,2020,9,2020-10-03,0,24,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,20,39,55120.64,2019,10,2019-12-29,1,68,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,46,2846,9012.89,2024,6,2024-09-08,1,72,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,10,1467,19453.39,2021,11,2021-12-25,1,39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,62,1203,1657158.88,2016,5,2016-07-13,1,64,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,19,716,76082.95,2016,3,2016-03-16,1,15,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,17,1504,10357.93,2018,11,2019-01-13,1,64,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,1,1,21,863,128950.94,2020,6,2020-08-14,1,61,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,14,1977,147892.16,2021,7,2021-10-17,1,106,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,18,1183,95771.26,2019,10,2019-12-29,1,59,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,17,99680,17338.27,2022,4,2022-08-19,0,136,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,45,1928,89121.71,2022,2,2022-03-20,1,40,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,6,561,38095.04,2018,11,2019-02-24,0,87,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,16,222,52712.41,2017,10,2017-11-22,0,42,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,5,1487,41649.43,2018,12,2019-01-31,1,60,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,33,2792,42574.63,2016,7,2016-12-06,1,137,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,11,10029,31489.1,2022,1,2022-04-20,0,103,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,27,1695,108823.58,2016,1,2016-05-12,0,106,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,53,-11,44640.6,2022,7,2022-09-14,0,55,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,172,862,19606.84,2023,7,2023-08-28,0,47,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,46,3275,84203.35,2024,11,2024-11-21,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,23,1151,50131.88,2021,7,2021-07-20,1,15,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,22,169,230017.17,2020,1,2020-02-08,0,35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,116,1714,99876.54,2016,8,2016-09-07,1,26,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,17,585,27965.6,2016,12,2017-01-18,1,47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,10,845,56122.22,2023,8,2023-11-07,0,95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,55,773,145826.5,2019,5,2019-09-06,0,103,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,11,2210,77219.49,2016,4,2016-06-12,1,62,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,170,1891,140666.76,2017,3,2017-08-31,0,154,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,182,2695,247977.6,2020,11,2021-03-14,1,111,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,1,98,2242,56855.3,2017,7,2017-09-11,1,71,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,17,2848,1913.76,2023,11,2024-02-28,1,98,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,1,19,2127,81712.64,2020,5,2020-05-27,1,15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,18,1647,76748.75,2017,10,2017-11-10,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,134,41551,571445.264,2022,8,2023-01-21,0,157,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,154,26737,169059.04,2024,6,2024-11-01,1,137,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,29,766,32035.12,2022,12,2023-01-01,1,15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,48,924,95055.84,2018,12,2019-01-20,1,50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,135,1209,87309.71,2020,4,2020-08-23,1,135,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,17,1152,26656.89,2021,11,2022-03-02,1,97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,110,1029,240968.0,2024,2,2024-06-16,0,115,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,28,2118,1192448.608,2021,2,2021-05-31,0,109,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,23,3058,117021.93,2024,12,2025-04-19,1,121,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,47,2883,15205.33,2023,9,2023-12-16,1,104,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,23,565,108590.26,2021,8,2021-09-16,1,31,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,1,53,63,676630.24,2020,7,2020-11-22,1,116,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,30,2197,123266.89,2022,9,2023-01-17,1,129,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,22,1581,99370.35,2023,9,2023-11-17,1,58,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,24,559,59005.42,2024,10,2025-03-16,1,141,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,39,3489,18569.93,2020,3,2020-08-10,1,141,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,112,928,69551.2,2021,11,2022-01-27,1,76,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,10,1935,1376641.552,2023,5,2023-08-06,0,97,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,19,1238,134702.47,2020,7,2020-08-23,0,32,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,43,4485,41977.35,2017,5,2017-09-09,0,102,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,62,683,51709.97,2017,6,2017-11-09,1,149,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,21,2948,66806.32,2020,6,2020-07-01,1,15,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,34,267,94803.17,2018,1,2018-02-28,1,44,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,20,673,80705.58,2021,5,2021-06-03,1,18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,6,98046,213660.93,2017,3,2017-06-12,1,81,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,30,839,23539.21,2019,1,2019-03-03,1,50,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,18,1720,141997.63,2024,12,2025-04-29,1,121,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,1,1,7,1733,83611.3,2018,10,2018-10-24,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,37,920,100460.36,2023,2,2023-05-24,1,91,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,26,405,49606.82,2018,7,2018-10-19,1,89,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,20,1577,31587.74,2021,9,2022-01-05,1,99,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,121,3266,107568.21,2017,4,2017-05-24,0,24,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,49,1770,148564.49,2017,10,2017-12-25,1,74,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,21,2596,54347.45,2020,7,2020-10-13,0,91,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,1,8,4451,58847.12,2017,3,2017-06-02,1,82,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,20,3607,139223.17,2019,8,2019-09-13,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,40,4815,115901.11,2022,9,2022-11-23,0,74,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,78,5182,13014.05,2024,8,2024-08-30,1,25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,16,1335,154191.81,2019,12,2020-02-21,1,67,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,12,3208,22682.72,2018,2,2018-04-13,1,71,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,20,766,423102.368,2023,2,2023-02-23,0,21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,78,845,62528.22,2024,10,2025-02-08,1,100,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,9,315,17991.33,2021,3,2021-06-15,1,84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,9,2396,100850.77,2016,1,2016-04-06,1,87,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,0,1,23,2891,1028826.032,2020,6,2020-06-21,0,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,40,3123,42808.88,2021,2,2021-06-16,1,127,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,11,3560,221735.9,2024,10,2025-01-18,0,89,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,12,603,100684.95,2016,10,2016-12-25,0,62,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,49,23746,120740.34,2021,5,2021-10-11,1,138,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,6,2339,82772.61,2017,3,2017-07-02,1,107,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,28,403959,58681.61,2022,4,2022-09-13,1,144,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,87,551,261580.8,2022,11,2022-12-10,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,24,2287,64646.42,2021,2,2021-05-30,1,107,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,21,195,114575.71,2020,1,2020-05-16,0,129,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,1,45,5598,76460.34,2024,3,2024-05-30,1,60,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,15,1636,65095.9,2019,6,2019-11-12,1,138,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,45,528,124943.29,2024,12,2024-12-29,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,78,4461,151375.9,2016,8,2016-09-21,0,38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,1,101,2425,103144.33,2023,5,2023-05-29,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,13,174,72986.07,2017,1,2017-04-05,1,93,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,15,1658,110699.34,2022,1,2022-03-08,1,64,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,15,1055,72681.41,2020,8,2020-11-20,1,96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,137,379,7836192.0,2020,1,2020-04-06,0,71,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,11,2710,148959.2,2017,3,2017-04-29,1,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,14,947,97920.61,2023,10,2023-11-10,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,16,2930,145043.06,2019,11,2019-12-12,1,35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,13,5436,95914.89,2017,6,2017-06-30,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,36,1242,944383.856,2020,6,2020-09-07,0,70,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,8,4893,167122.15,2017,5,2017-07-28,1,75,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,80,136,4276.52,2019,3,2019-06-27,0,103,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,133,2778,80904.66,2023,7,2023-08-21,1,34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,8,4841,1465.75,2016,7,2016-08-18,1,46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,42,32162,1334217.664,2024,5,2024-09-14,0,133,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,15,3816,136241.97,2020,11,2021-01-27,0,70,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,42,3634,15207.7,2022,7,2022-12-01,1,131,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,0,1,30,767,33056.15,2024,7,2024-10-29,1,117,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,34,677,116463.99,2017,5,2017-09-07,1,109,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1,0,1,23,1300,195046.21,2021,6,2021-10-03,1,106,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,53,4706,84126.02,2020,6,2020-10-15,0,121,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,149,918,13959.81,2018,1,2018-05-04,1,118,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,17,2152,1299728.3520000002,2016,12,2017-04-12,0,116,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,0,1,7,1375,89797.25,2016,9,2016-12-11,1,96,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,133,2971,100882.4,2021,3,2021-03-30,1,21,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,50,459,2712.11,2018,2,2018-07-05,1,154,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,24,4812,61467.98,2021,3,2021-06-02,1,84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,6,3942,274196.208,2020,10,2020-11-08,1,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,44,1706,82848.46,2024,7,2024-11-04,1,97,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,20,2432,632323.1200000001,2019,5,2019-06-12,0,28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,52,1428,137505.0,2023,1,2023-04-18,0,86,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,76,170,122013.08,2021,8,2021-09-10,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,18,3636,60353.92,2024,1,2024-02-07,1,26,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,100,1375,47372.4,2022,10,2023-01-07,1,80,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,1,125,6081,125290.11,2017,5,2017-08-07,1,69,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,19,3478,138141.06,2017,1,2017-06-01,1,143,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,54,4630,139870.88,2019,1,2019-05-06,1,103,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,66,1897,103624.96,2020,10,2021-02-19,0,124,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,21,5548,68987.54,2020,6,2020-07-25,1,53,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,24,5041,44474.85,2018,7,2018-11-29,1,151,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,142,2264,114276.74,2017,10,2018-01-24,0,98,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,108,2507,53339.14,2020,9,2020-11-14,1,51,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,139,1172,79220.54,2019,8,2019-12-27,1,130,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,14,2904,49155.74,2019,12,2020-05-05,1,142,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,18,3034,23757.552000000003,2021,9,2021-10-30,1,48,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,44,1243,6976.35,2018,9,2018-12-04,1,67,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,1,19,3355,53991.06,2020,4,2020-06-27,0,71,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,0,1,34,2289,92302.36,2020,4,2020-09-13,0,143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,40,28,55649.16,2023,9,2023-09-25,1,21,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,171,505,55583.97,2022,11,2022-12-18,0,38,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,0,1,25,70082,100004.98,2019,7,2019-10-11,1,81,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,35,1694,62122.35,2018,3,2018-03-26,1,25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,1,14,464,114788.96,2021,1,2021-02-18,1,44,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,6,1229,143551.63,2017,10,2017-11-19,1,45,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,169,1006,95773.39,2018,1,2018-05-15,1,119,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,1,18,1859,107545.49,2019,11,2019-12-26,1,43,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,1,7,1511,102572.68,2017,1,2017-05-27,0,132,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,16,2071,85704.56,2016,1,2016-02-17,1,33,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,0,91,2866,96829.24,2018,3,2018-04-28,1,34,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,34,2976,9745.9,2020,9,2020-10-16,1,40,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,35,2395,201367.99,2018,2,2018-05-22,0,108,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,1,1,11,1887,120433.22,2016,2,2016-03-12,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,123,3968,139393.26,2023,4,2023-08-31,1,128,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,35,2957,283933.10400000005,2020,11,2020-12-17,0,17,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,1,29,5046,33955.38,2016,7,2016-11-05,1,115,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,1,28,4264,28754.91,2021,2,2021-03-11,1,15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,14,1628,150435.59,2018,11,2018-12-03,1,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,21,839,81190.48,2023,9,2024-01-09,1,104,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,17,4001,671137.1680000001,2024,10,2025-03-06,0,153,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,4,1657,82780.17,2016,10,2016-11-12,1,15,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0,1,17,3705,224889.6,2018,5,2018-10-12,0,157,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,74,2183,4293.28,2022,3,2022-05-12,1,52,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,1,10,767,192631.296,2017,5,2017-09-19,0,134,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0,0,1,21,3237,48750.63,2019,2,2019-03-08,1,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,12,2781,151354.528,2023,8,2024-01-08,1,134,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,1,17,4842,59172.82,2017,10,2018-02-22,1,125,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,22,4577,24208.74,2023,6,2023-09-19,1,106,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,14,946,86883.08,2021,10,2022-01-19,1,84,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,10,3820,146396.23,2020,6,2020-07-15,1,15,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,1,67,438,51542.37,2022,7,2022-10-04,1,84,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,17,16922,43471.33,2020,1,2020-01-20,1,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,10,934,82512.05,2020,5,2020-09-30,1,138,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,36,143,37991.61,2022,4,2022-06-17,1,62,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1,0,0,12,1689,117138.76,2017,11,2018-01-14,1,73,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,9,3727,132143.44,2021,1,2021-03-28,1,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,21,1373,49705.63,2024,2,2024-04-29,1,69,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0,0,92,3730,131724.11,2023,12,2024-03-15,1,84,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,16,2586,1151313.488,2023,12,2024-03-06,1,81,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,61,922,128166.97,2024,10,2024-12-01,1,59,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,10,506,126822.93,2022,3,2022-04-10,1,15,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,74,2701,131918.49,2020,2,2020-06-11,1,131,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,0,84,2551,95811.27,2024,4,2024-05-01,1,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1,1,146,1099,94826.11,2019,11,2020-04-13,0,136,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,1,72,1978,958805.536,2019,4,2019-05-22,1,45,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,1,6,4215,120011.11,2016,7,2016-08-22,1,51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,17,45,146148.15,2024,11,2024-12-08,1,15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,17,2188,79379.44,2017,11,2017-12-21,1,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,14,3867,59062.81,2024,5,2024-08-02,1,81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,18,631,1137909.552,2017,4,2017-05-02,0,22,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,0,1,23,3608,63805.43,2020,5,2020-08-06,0,70,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,1,41,862,107429.7,2016,11,2016-12-19,1,36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0,1,25,1953,901.1,2023,2,2023-03-02,1,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,59,2597,100361.55,2021,9,2022-01-23,1,120,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,30,2359,1600766.544,2021,6,2021-10-29,0,131,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,26,538,59537.86,2021,11,2022-01-14,1,55,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,119,2854,5670.13,2017,1,2017-04-04,0,89,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0,1,58,1829,124851.97,2024,2,2024-04-08,0,67,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,43,2329,69027.36,2020,8,2020-08-27,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,1,18,4845,112924.05,2022,8,2022-10-12,0,57,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,17,33156,45907.91,2024,3,2024-04-15,1,45,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,24,2103,979366.752,2022,6,2022-09-03,1,78,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,17,3305,95996.68,2023,6,2023-08-13,1,67,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,1,223,5367,91868.42,2023,7,2023-10-15,0,94,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,16,4976,146655.47,2016,10,2017-02-24,0,117,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,11,332,86842.49,2016,7,2016-07-25,1,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,18,214,103986.39,2016,10,2016-11-08,1,15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,15,360,9133.69,2022,4,2022-07-08,1,94,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,0,1,9,3239,75289.08,2018,12,2019-01-15,1,40,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,204,3293,88381.73,2021,8,2021-09-03,1,15,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
